,LSOA,crime_per_1000,Postcode,LSOA2,Latitude,Longitude
2611,E01002674,40.401301518438174,TW7 4NH,E00013282,51.479209999999995,-0.34630700000000003
2612,E01002675,49.2468134414832,TW7 5DT,E00166026,51.479711,-0.338455
2613,E01002676,69.74690994702766,TW7 4QX,E00013284,51.481334000000004,-0.35534699999999997
2614,E01002677,127.3006134969325,TW7 4JR,E00013299,51.475477000000005,-0.339199
2615,E01002678,191.80584551148226,TW8 9EQ,E00013306,51.485403000000005,-0.326438
2616,E01002679,90.85841694537348,TW7 5NA,E00013308,51.483066,-0.333465
2617,E01002680,106.87215765538151,TW7 4QD,E00013285,51.482154,-0.34718000000000004
2618,E01002681,189.09001956947162,TW7 6TR,E00168197,51.471706,-0.32632
2619,E01002682,70.34454470877769,TW7 5BJ,E00013311,51.478947999999995,-0.320265
2620,E01002683,54.77099236641221,TW7 5GA,E00168867,51.475106,-0.33457600000000004
2621,E01002684,118.05555555555556,TW8 9DF,E00013322,51.487543,-0.313252
2622,E01002686,116.31330977620729,TW8 1AU,E00013330,51.481787,-0.315711
2623,E01002687,62.70810210876804,W4  4EF,E00013364,51.489732000000004,-0.27520100000000003
2624,E01002689,58.80541871921182,W4  2BB,E00013354,51.490787,-0.25953200000000004
2625,E01002690,53.38809034907597,W4  4NR,E00013370,51.48927,-0.264588
2626,E01002691,97.61321909424726,W3  8JX,E00013379,51.494807,-0.281507
2627,E01002692,165.5896607431341,W4  5SH,E00013377,51.492677,-0.269991
2628,E01002693,217.15433161216293,W4  5YW,E00013353,51.491533000000004,-0.262587
2629,E01002694,63.15104166666667,N1  0FN,E00013414,51.536621999999994,-0.114139
2630,E01002695,194.16941694169418,N1  9PQ,E00013390,51.532604,-0.109792
2631,E01002696,409.66057441253264,N1  0HS,E00013413,51.537244,-0.109225
2632,E01002697,93.9379916705229,N1  9JP,E00174843,51.531377,-0.11677799999999999
2633,E01002698,64.99133448873484,N1  1NR,E00013399,51.543714,-0.10946199999999999
2634,E01002699,58.21271239773442,N1  1HN,E00013387,51.540921000000004,-0.107501
2635,E01002700,60.615779345734445,N1  1JH,E00013404,51.541416999999996,-0.112614
2636,E01002701,165.73191250701066,EC1V2NS,E00013446,51.526752,-0.089938
2637,E01002702,110.73663938372654,EC1V2RF,E00013425,51.528862,-0.095256
2638,E01002703,82.91342189647274,EC1V8AZ,E00174777,51.526666999999996,-0.097424
2639,E01002704,532.6223337515685,EC2A4AN,E00174772,51.524952,-0.087073
2640,E01002706,114.78873239436619,EC1Y0TY,E00013460,51.524252000000004,-0.09433899999999999
2641,E01002707,121.48148148148148,EC1V7DG,E00174763,51.531201,-0.105323
2642,E01002708,130.31161473087818,N7  9UR,E00013499,51.542734,-0.120708
2643,E01002709,62.70996640537514,N1  0SU,E00013470,51.537141,-0.12127
2644,E01002710,143.24324324324326,N1  0SN,E00013482,51.536273,-0.117052
2645,E01002711,406.437125748503,N1  9SD,E00013487,51.533423,-0.120457
2646,E01002712,153.94211576846305,N7  9UN,E00174795,51.542752,-0.11899100000000001
2647,E01002713,106.23841877702284,N7  8SQ,E00013494,51.545902000000005,-0.115284
2648,E01002714,89.86175115207374,N1  1WP,E00013474,51.540332,-0.11728800000000002
2649,E01002715,97.33072916666667,N1  1DT,E00013502,51.541035,-0.117374
2650,E01002716,76.5993265993266,N1  2LN,E00013526,51.54631,-0.08985499999999999
2651,E01002717,62.2598001537279,N1  2LT,E00013524,51.547021,-0.095479
2652,E01002718,65.04745951982133,N1  3NY,E00013542,51.542313,-0.086878
2653,E01002719,103.38225909380982,N1  2FR,E00013538,51.5435,-0.09626
2654,E01002720,94.96043315285297,N1  3NT,E00174840,51.542612,-0.089779
2655,E01002721,69.42857142857142,N1  3ER,E00013517,51.540874,-0.087386
2656,E01002722,71.78750897343862,N1  3DZ,E00013518,51.53881,-0.089852
2657,E01002723,126.1764705882353,EC1V4PH,E00013576,51.526025,-0.103289
2658,E01002724,341.9182948490231,EC1M4PL,E00013549,51.522284,-0.102724
2659,E01002725,75.30704589528119,EC1V4NE,E00013571,51.526659,-0.10473299999999999
2660,E01002726,224.62941847206386,EC4P4DN,E00013578,51.524503,-0.11208800000000001
2661,E01002727,111.48238153098421,EC1R4TL,E00013559,51.529592,-0.105361
2662,E01002728,120.52730696798493,N1  9LZ,E00013553,51.531228000000006,-0.11313599999999999
2663,E01002729,144.57831325301206,WC1X9AT,E00013558,51.529037,-0.11053099999999999
2664,E01002730,208.4664536741214,N7  7WA,E00013595,51.560023,-0.11208900000000001
2665,E01002731,377.68319763138413,N7  6AU,E00013596,51.559559,-0.11899000000000001
2666,E01002732,138.9920424403183,N7  7PT,E00013588,51.561371,-0.11201900000000001
2667,E01002733,112.68143621084798,N7  6BP,E00013622,51.561601,-0.119598
2668,E01002734,339.51244286439817,N4  2DD,E00174769,51.564571,-0.105249
2669,E01002735,196.48924122310305,N4  3JR,E00013607,51.565721,-0.10850599999999999
2670,E01002736,64.3312101910828,N7  7UZ,E00013616,51.563152,-0.113749
2671,E01002737,83.77213977979895,N7  6RX,E00013582,51.562579,-0.117798
2672,E01002738,95.75055187637969,N5  2EE,E00013656,51.550537,-0.09654299999999999
2673,E01002739,97.34042553191489,N5  1PX,E00013626,51.549867,-0.10629300000000001
2674,E01002740,151.18529269472666,N5  1RN,E00013661,51.547647999999995,-0.10477
2675,E01002741,81.54911838790932,N5  2BF,E00013628,51.559969,-0.092586
2676,E01002742,78.777189888301,N5  2UR,E00013639,51.557302,-0.096694
2677,E01002743,68.04906542056075,N5  2UD,E00013641,51.555338,-0.091511
2678,E01002744,82.93515358361775,N5  2ZL,E00013646,51.554421000000005,-0.093713
2679,E01002745,94.46693657219973,N5  1SB,E00013689,51.553711,-0.09931
2680,E01002747,109.22619047619048,N4  2YA,E00013700,51.561183,-0.09982100000000001
2681,E01002748,204.65273095077546,N4  2JA,E00013694,51.564056,-0.105098
2682,E01002749,72.74590163934425,N5  1DL,E00013703,51.558275,-0.100188
2683,E01002751,92.09794101279911,N7  6DN,E00013675,51.557254,-0.11268
2684,E01002752,62.46076585059636,N5  1TX,E00013678,51.556052,-0.100035
2685,E01002753,68.06842480399145,N19 3EZ,E00013723,51.567811999999996,-0.128447
2686,E01002754,66.79764243614932,N19 3TS,E00013712,51.569708,-0.136276
2687,E01002755,80.6686046511628,N19 3AS,E00013736,51.573370000000004,-0.121753
2688,E01002756,96.51076466221232,N19 3AL,E00013735,51.572491,-0.121847
2689,E01002757,88.71515975526853,N6  5NS,E00013707,51.573628,-0.129983
2690,E01002758,98.73817034700315,N19 3NE,E00013714,51.569639,-0.128545
2691,E01002759,63.211125158027805,N19 3BB,E00013709,51.571302,-0.130208
2692,E01002760,80.40201005025126,N19 4BA,E00013720,51.569183,-0.124769
2693,E01002762,90.77306733167083,N7  8YF,E00013747,51.550181,-0.11908800000000001
2694,E01002763,122.39408204438466,N7  0TQ,E00013771,51.555145,-0.121927
2695,E01002764,83.5639180962922,N7  0BD,E00013781,51.550936,-0.125822
2696,E01002765,116.1221590909091,N7  8WQ,E00174744,51.546988,-0.11793599999999999
2697,E01002766,77.36389684813753,N7  9FG,E00174758,51.547383,-0.125204
2698,E01002767,87.87304594978683,N7  9FU,E00013772,51.553937,-0.11443299999999999
2699,E01002768,104.73815461346634,N19 5EJ,E00013804,51.557632,-0.135732
2700,E01002769,68.83408071748879,N19 4PY,E00013802,51.55834,-0.13162000000000001
2701,E01002770,468.22429906542055,N19 3UA,E00013807,51.566790000000005,-0.135977
2702,E01002771,101.54602951510893,N19 5JU,E00013827,51.562453999999995,-0.137569
2703,E01002772,159.21633554083886,N19 3DB,E00013811,51.56651,-0.13196300000000002
2704,E01002773,86.58623136976578,N19 5RL,E00013822,51.563463,-0.136012
2705,E01002774,90.99264705882352,N19 4DL,E00013825,51.563097,-0.129419
2706,E01002775,96.99453551912568,N1  2LW,E00013828,51.547637,-0.09463099999999999
2707,E01002776,78.3296943231441,N1  4RT,E00013837,51.547771000000004,-0.085741
2708,E01002777,84.21672555948174,N1  4PP,E00013844,51.549065999999996,-0.084071
2709,E01002778,82.25458468176915,N1  4BF,E00013829,51.546517,-0.080515
2710,E01002779,123.48484848484848,N5  2QZ,E00013841,51.551927,-0.090759
2711,E01002780,88.25265643447462,N5  2JN,E00013851,51.551015,-0.088922
2712,E01002781,75.84269662921349,N5  2GR,E00013839,51.552746,-0.092513
2713,E01002782,81.54645873944119,N16 8LX,E00013850,51.550396,-0.080164
2714,E01002783,107.30897009966777,N7  0HN,E00013884,51.550968,-0.12781099999999998
2715,E01002784,80.54626532887403,N7  0QH,E00013908,51.553946999999994,-0.128554
2716,E01002785,107.84823284823285,N19 4RJ,E00013888,51.56009,-0.127451
2717,E01002786,104.41094360692351,N7  0LJ,E00013891,51.557093,-0.121717
2718,E01002787,50.12771392081737,N7  0JP,E00013879,51.552795,-0.125659
2719,E01002788,73.44332091538053,N7  0AS,E00013876,51.555613,-0.129236
2720,E01002789,77.68052516411379,N7  0AH,E00013903,51.556748999999996,-0.131685
2721,E01002790,131.8607764390897,N1  1LL,E00013945,51.54403,-0.10680899999999999
2722,E01002791,118.26981246218996,N1  2UN,E00013944,51.544361,-0.10275699999999999
2723,E01002792,130.34410844629824,N1  9ZD,E00013925,51.539277,-0.103676
2724,E01002793,108.98058252427184,N1  2BW,E00013928,51.53889,-0.099221
2725,E01002794,446.64553618594823,N1P 2WD,E00013926,51.539227000000004,-0.10338900000000001
2726,E01002795,245.23355576739752,N7  8LH,E00013941,51.546563,-0.107714
2727,E01002796,77.1869639794168,N7  8PR,E00013940,51.545957,-0.10861900000000001
2728,E01002797,124.74593495934958,N1  8TF,E00013970,51.538902,-0.09385700000000001
2729,E01002798,92.7570093457944,N1  3DL,E00013982,51.537541,-0.089789
2730,E01002799,84.33107756376887,N1  8QF,E00013979,51.537363,-0.098203
2731,E01002800,156.5082644628099,N1  7DQ,E00174803,51.535832,-0.095326
2732,E01002801,171.8849840255591,N1  8LW,E00013986,51.535949,-0.102531
2733,E01002802,78.89413351314903,N1  7UB,E00013956,51.535444,-0.096366
2734,E01002803,290.07465963987704,N1  8GB,E00174809,51.530826,-0.09771200000000001
2735,E01002804,116.30495269894269,N19 4DZ,E00014018,51.56733,-0.122478
2736,E01002805,158.62944162436548,N4  3BA,E00014020,51.567669,-0.113908
2737,E01002806,79.95154451847365,N4  3BX,E00014002,51.56868,-0.116925
2738,E01002807,98.38799332962756,N19 4TT,E00014022,51.565921,-0.122089
2739,E01002808,76.8235902741852,N4  3LT,E00014023,51.566759000000005,-0.11712
2740,E01002809,87.63206960845245,N19 3NN,E00014035,51.564122,-0.126593
2741,E01002810,96.8320382546324,N19 4LD,E00013998,51.563047,-0.124026
2742,E01002811,79.82937233394271,N4  4BE,E00014005,51.572332,-0.117539
2743,E01002812,59.80603448275862,W8  5UP,E00014069,51.49791,-0.191245
2744,E01002813,71.09557109557109,W8  6AT,E00014067,51.497884,-0.197758
2745,E01002814,148.95287958115182,W14 8PZ,E00014046,51.496084,-0.20473
2746,E01002815,61.59143075745983,SW5 0SL,E00014054,51.494965,-0.19335
2747,E01002816,79.00852052672347,W8  6UG,E00014064,51.499432,-0.19431199999999998
2748,E01002817,152.1594684385382,W8  5GQ,E00014065,51.498445000000004,-0.19858599999999998
2749,E01002818,560.4566683964713,SW1X0EP,E00014096,51.497275,-0.16026700000000002
2750,E01002819,485.75215374420145,SW3 1XB,E00014089,51.498709999999996,-0.16408499999999998
2751,E01002820,241.74053182917,SW7 3HE,E00014105,51.493463,-0.177016
2752,E01002821,308.8749126484975,SW7 2TG,E00014078,51.493843,-0.169106
2753,E01002822,123.02215189873418,SW7 3EG,E00014103,51.492895000000004,-0.175209
2754,E01002823,87.32299393122051,SW3 6SP,E00014109,51.49175,-0.17153800000000002
2755,E01002824,80.68269976726144,W8  4HX,E00014125,51.50468,-0.195891
2756,E01002825,109.48703805846662,W8  7ZD,E00014126,51.50478,-0.197688
2757,E01002826,265.45454545454544,W8  4JE,E00014133,51.503178000000005,-0.194077
2758,E01002827,185.9344894026975,W8  4RZ,E00014142,51.507937,-0.194206
2759,E01002828,87.56633813495073,W8  7TX,E00014143,51.507814,-0.200249
2760,E01002829,140.86021505376345,W11 1EA,E00014170,51.517728000000005,-0.20111199999999999
2761,E01002830,145.93023255813952,W11 1EE,E00014167,51.516874,-0.20463299999999998
2762,E01002831,277.2891877909984,W11 1LZ,E00014166,51.516911,-0.20709699999999998
2763,E01002832,218.769422001243,W11 4ZD,E00014154,51.514571999999994,-0.201179
2764,E01002833,281.50036416605974,W11 2PT,E00014160,51.513083,-0.205474
2765,E01002834,99.37888198757763,SW5 0WL,E00014199,51.492346000000005,-0.189651
2766,E01002835,299.66996699669966,SW7 4JT,E00014190,51.494738,-0.18325999999999998
2767,E01002836,99.71509971509971,SW5 0JR,E00014201,51.492124,-0.18349400000000002
2768,E01002837,60.681334279630946,SW7 3RG,E00014209,51.490134999999995,-0.18162799999999998
2769,E01002838,54.0621266427718,SW7 3QP,E00014211,51.48948,-0.176498
2770,E01002839,116.73414304993253,SW5 0PZ,E00014186,51.493629999999996,-0.189585
2771,E01002840,104.57516339869281,SW100DA,E00014235,51.4827,-0.175371
2772,E01002841,142.21556886227546,SW100SN,E00014221,51.479418,-0.182314
2773,E01002842,39.473684210526315,SW100FP,E00014247,51.481189,-0.180558
2774,E01002843,193.3811802232855,SW100RY,E00014222,51.478811,-0.185549
2775,E01002844,126.61870503597122,SW3 5PQ,E00014223,51.485045,-0.170049
2776,E01002845,88.45029239766082,SW3 5AB,E00014227,51.484146,-0.17468
2777,E01002846,100.62160062160062,SW5 9LD,E00014277,51.487913,-0.194968
2778,E01002847,107.09635416666667,SW5 9FT,E00014299,51.49136,-0.19512000000000002
2779,E01002848,87.86472148541114,SW5 9PF,E00014297,51.492349,-0.198078
2780,E01002849,104.70836261419537,SW5 0EL,E00014285,51.491640000000004,-0.191681
2781,E01002850,310.29619181946407,SW5 9AW,E00014292,51.492165,-0.192524
2782,E01002851,157.94511805998724,SW5 9NH,E00014291,51.492044,-0.193984
2783,E01002852,219.79949874686716,W10 4RZ,E00014307,51.527714,-0.21613000000000002
2784,E01002853,123.90243902439025,W10 5XP,E00014317,51.523548,-0.212429
2785,E01002854,187.1218668971478,W10 5BX,E00014321,51.522281,-0.20544400000000002
2786,E01002855,164.75903614457832,W10 5UG,E00014327,51.519605,-0.20861999999999997
2787,E01002856,166.76628810520026,W10 5SF,E00014325,51.521637,-0.21155300000000002
2788,E01002857,106.98027314112292,W10 5DU,E00014310,51.524333,-0.206733
2789,E01002858,118.04995970991136,SW3 3JG,E00014346,51.491704999999996,-0.164035
2790,E01002859,239.78685612788632,SW1W8EL,E00014347,51.492162,-0.159363
2791,E01002860,118.4913217623498,SW3 2SF,E00014362,51.49431,-0.16503900000000002
2792,E01002861,132.80689160086146,SW3 4UU,E00014354,51.489202,-0.164985
2793,E01002862,46.27831715210356,SW3 3EN,E00014344,51.49236,-0.167437
2794,E01002863,91.06769016050244,SW1X9SF,E00014357,51.496939000000005,-0.159502
2795,E01002864,118.80165289256199,W14 8NX,E00014377,51.497903,-0.203131
2796,E01002865,169.90640748740103,W8  7DB,E00014379,51.500853,-0.195552
2797,E01002866,63.90134529147983,W14 8HR,E00014394,51.49968,-0.21049600000000002
2798,E01002867,106.73028628829734,W14 8BN,E00014376,51.499134000000005,-0.208947
2799,E01002868,51.1540860885839,W11 3RX,E00014383,51.505228,-0.20755500000000002
2800,E01002869,116.3586584531143,W14 8DN,E00014372,51.504794,-0.21095799999999998
2801,E01002870,171.34629229661627,W11 4PJ,E00014439,51.511381,-0.212387
2802,E01002871,136.8483412322275,W11 4LE,E00014409,51.507329999999996,-0.207992
2803,E01002872,80.8011049723757,W11 4RQ,E00014423,51.508459,-0.21182399999999998
2804,E01002873,107.6388888888889,W11 4TS,E00014407,51.505814,-0.216495
2805,E01002874,87.5,W11 2JF,E00014434,51.513195,-0.20930300000000002
2806,E01002875,70.22058823529412,W11 2JN,E00014437,51.51243,-0.210443
2807,E01002876,89.68206358728254,W10 6PT,E00014456,51.518084,-0.222732
2808,E01002877,175.08917954815695,W10 6TZ,E00014445,51.513373,-0.219212
2809,E01002878,179.0757381258023,W10 6SL,E00014463,51.515079,-0.214908
2810,E01002879,104.76501305483028,W11 1TT,E00014461,51.515483,-0.212529
2811,E01002880,114.43102352193262,W10 6TJ,E00014466,51.515806,-0.21718600000000002
2812,E01002881,62.410841654778885,W11 4EG,E00014449,51.511860999999996,-0.21500500000000003
2813,E01002882,148.73174481168334,W11 3TU,E00014477,51.510554,-0.203023
2814,E01002883,212.73557966876072,W11 3ZB,E00014484,51.509667,-0.202035
2815,E01002884,290.8745247148289,W11 3HL,E00014483,51.509508000000004,-0.196954
2816,E01002885,116.14317019722425,W2  4LX,E00014474,51.509893,-0.19333599999999998
2817,E01002886,129.22535211267606,W11 2SF,E00014489,51.514105,-0.200001
2818,E01002887,88.17046289493021,SW7 4EN,E00014514,51.495214000000004,-0.18266500000000002
2819,E01002888,60.20309477756286,SW7 4XB,E00014517,51.495601,-0.187908
2820,E01002889,361.63522012578613,W8  5ER,E00014519,51.500469,-0.190452
2821,E01002890,62.19806763285024,W8  5PR,E00014532,51.498408000000005,-0.187408
2822,E01002891,85.3204172876304,W8  5RA,E00014528,51.501149,-0.18557
2823,E01002892,89.1291642314436,SW7 5PT,E00014536,51.498329,-0.181173
2824,E01002893,63.54916067146282,SW109HG,E00014564,51.487014,-0.18973199999999998
2825,E01002894,104.27046263345196,SW5 0DB,E00014577,51.489951,-0.189472
2826,E01002895,112.83018867924528,SW109SJ,E00014558,51.486999,-0.181796
2827,E01002896,62.086092715231786,SW100GN,E00014566,51.484753000000005,-0.18362799999999999
2828,E01002897,94.38040345821327,SW109AX,E00014573,51.484441,-0.187328
2829,E01002898,62.97229219143577,SW5 0DN,E00014579,51.489496,-0.187948
2830,E01002899,113.87163561076605,SW1H0RL,E00014581,51.488406,-0.166443
2831,E01002900,71.8707015130674,SW3 5NU,E00014607,51.485963,-0.16837
2832,E01002901,52.083333333333336,SW3 4AW,E00014601,51.486992,-0.16226500000000002
2833,E01002902,221.42857142857142,SW1W8BL,E00014584,51.491858,-0.157777
2834,E01002903,141.7146513115803,SW3 4NW,E00014591,51.489031,-0.16214
2835,E01002904,62.122519413287314,W10 5EN,E00014615,51.524361,-0.223886
2836,E01002905,88.1213686249193,W10 6EB,E00014623,51.521333,-0.21516799999999997
2837,E01002906,201.56612529002322,W10 6LP,E00014616,51.518729,-0.218398
2838,E01002907,58.08823529411765,W10 5EU,E00014631,51.523646,-0.22656700000000002
2839,E01002908,89.05109489051095,W10 6AS,E00014643,51.520627000000005,-0.22494
2840,E01002909,87.57062146892655,W10 6EP,E00014644,51.519420000000004,-0.215329
2841,E01002910,70.94365241004752,SW3 6FB,E00014652,51.489227,-0.173555
2842,E01002911,180.9834123222749,SW100HS,E00014668,51.482744,-0.179373
2843,E01002912,211.57379056950398,SW100AJ,E00014661,51.486016,-0.179833
2844,E01002913,77.84743991640543,SW100LB,E00014670,51.482471000000004,-0.18202000000000002
2845,E01002914,184.26042983565108,SW3 4WR,E00014653,51.488258,-0.168466
2846,E01002915,23.773006134969325,KT5 9PT,E00014682,51.383671,-0.273687
2847,E01002916,38.56295319709953,KT5 9BP,E00014675,51.388175,-0.281538
2848,E01002917,20.5819730305181,KT5 9HR,E00014697,51.389471,-0.279204
2849,E01002918,30.93922651933702,KT5 9XZ,E00014687,51.380559000000005,-0.275486
2850,E01002919,100.05452562704471,KT6 7DJ,E00014689,51.381301,-0.282571
2851,E01002920,34.84848484848485,KT5 9HQ,E00014694,51.389989,-0.28019099999999997
2852,E01002921,55.82973473164713,KT5 8QZ,E00014702,51.393683,-0.296022
2853,E01002922,33.333333333333336,KT5 8JS,E00014723,51.391784,-0.29221199999999997
2854,E01002923,78.89851485148515,KT5 8RT,E00014710,51.389998,-0.294348
2855,E01002924,22.742040285899932,KT5 8LJ,E00014703,51.391855,-0.286632
2856,E01002925,52.84791544333529,KT6 6AW,E00014707,51.388503,-0.297263
2857,E01002926,31.393067364290385,KT5 8HT,E00014708,51.395314,-0.283973
2858,E01002927,35.96214511041009,KT3 5HY,E00014743,51.399584000000004,-0.267942
2859,E01002928,65.0994575045208,KT3 5BE,E00014742,51.399947999999995,-0.26460700000000004
2860,E01002929,65.84615384615384,KT3 4EJ,E00014758,51.403811,-0.252269
2861,E01002930,188.9452904681331,KT3 4BP,E00014755,51.400506,-0.25614699999999996
2862,E01002931,61.65803108808291,KT3 4AS,E00014762,51.402108,-0.24839499999999998
2863,E01002932,76.83982683982683,KT3 3RT,E00014741,51.401832,-0.27710100000000004
2864,E01002933,46.46564508156204,KT2 6JD,E00014794,51.416276,-0.295067
2865,E01002934,35.046728971962615,KT2 5TJ,E00014783,51.419613,-0.29639499999999996
2866,E01002935,48.427991886409735,KT2 7PT,E00014768,51.416004,-0.285643
2867,E01002937,44.69739033870072,KT2 6HH,E00014776,51.414235,-0.297573
2868,E01002938,36.453201970443345,KT2 6SF,E00014782,51.418261,-0.286306
2869,E01002939,95.39672925499697,KT9 1HX,E00014810,51.364261,-0.297387
2870,E01002940,32.74711946634324,KT9 2QY,E00014824,51.366076,-0.31030599999999997
2871,E01002941,71.29032258064515,KT9 1PN,E00014814,51.370463,-0.308349
2872,E01002942,31.59041394335512,KT9 1WB,E00014818,51.368323,-0.300325
2873,E01002943,37.21910112359551,KT9 2RJ,E00014815,51.367366,-0.31557399999999997
2874,E01002944,38.18181818181819,KT9 1JZ,E00014823,51.367012,-0.289958
2875,E01002945,28.44774273345702,KT9 1JG,E00014834,51.364635,-0.29527600000000004
2876,E01002946,34.58498023715415,KT199HN,E00014838,51.361761,-0.288129
2877,E01002947,28.998778998779,KT9 2HD,E00014829,51.361275,-0.299796
2878,E01002948,99.24005364327223,KT9 2GN,E00014850,51.35901,-0.31356799999999996
2879,E01002949,54.55983131259884,KT9 2PH,E00014828,51.362873,-0.30837
2880,E01002950,57.11722488038277,KT9 2LR,E00014855,51.353873,-0.309692
2881,E01002951,30.924678505817514,KT2 7SR,E00014882,51.419548999999996,-0.28578400000000004
2882,E01002952,36.29536921151439,KT2 7HX,E00014876,51.422134,-0.268988
2883,E01002953,65.83760058522311,KT3 4RY,E00014861,51.41245,-0.259316
2884,E01002954,144.7835344215756,KT2 7PY,E00014886,51.416959000000006,-0.283321
2885,E01002955,67.34837799717913,SW153RA,E00014870,51.432434,-0.25947800000000004
2886,E01002956,52.16138328530259,KT2 7JD,E00174867,51.427119,-0.265534
2887,E01002957,43.24028461959496,KT2 7TD,E00014880,51.420796,-0.278819
2888,E01002958,21.76403207331042,KT3 3JY,E00014917,51.405868,-0.26723
2889,E01002959,26.61064425770308,KT3 4SH,E00014901,51.415956,-0.262894
2890,E01002960,40.694195092758825,KT1 3SJ,E00014906,51.411976,-0.2802
2891,E01002961,29.765155652648826,KT3 3UZ,E00014905,51.411682,-0.262682
2892,E01002962,40.663630448926476,KT3 3TZ,E00014904,51.409105,-0.27147899999999997
2893,E01002963,26.48825778263244,KT3 3JQ,E00014894,51.40507,-0.26373800000000003
2894,E01002964,175.6642766765078,KT1 2UJ,E00014928,51.407463,-0.29873
2895,E01002965,79.74634896233667,KT1 2ED,E00014932,51.403619,-0.304696
2896,E01002966,53.336836573830794,KT1 3BE,E00014918,51.402727,-0.29281
2897,E01002967,39.23117430226435,KT6 4BL,E00014942,51.398849,-0.30380799999999997
2898,E01002968,984.9770236832803,KT1 1BT,E00014949,51.409535,-0.303327
2899,E01002969,98.29059829059828,KT1 3EQ,E00014972,51.408857,-0.290123
2900,E01002970,70.06760909649662,KT1 3LU,E00014971,51.406643,-0.282585
2901,E01002971,67.4931129476584,KT1 9QS,E00014977,51.404778,-0.29284899999999997
2902,E01002972,93.87966804979253,KT2 6RX,E00014957,51.412487,-0.292389
2903,E01002973,68.10035842293907,KT3 3SN,E00014978,51.404029,-0.27548
2904,E01002974,58.50234009360374,KT2 6NU,E00014954,51.412537,-0.289641
2905,E01002975,67.06045865184156,KT3 5LY,E00014991,51.389271,-0.26318600000000003
2906,E01002976,17.28247914183552,KT4 8BZ,E00014994,51.387457,-0.241682
2907,E01002977,56.475458308693085,KT4 7RA,E00015002,51.38494,-0.253735
2908,E01002978,43.53778751369113,KT4 7SE,E00015005,51.38499,-0.250485
2909,E01002979,28.4909204758923,KT4 7HZ,E00014987,51.379633,-0.251854
2910,E01002980,24.687065368567456,KT3 5JQ,E00014989,51.390485,-0.25959
2911,E01002981,26.6497461928934,KT3 5JP,E00015016,51.392159,-0.258419
2912,E01002982,29.371112646855565,KT3 6EJ,E00015032,51.395376,-0.24985900000000003
2913,E01002983,46.56716417910447,KT3 6RR,E00015017,51.388908,-0.246685
2914,E01002984,52.466990965948575,KT3 5BG,E00015022,51.39645,-0.259766
2915,E01002985,43.37899543378995,KT3 4PY,E00015024,51.39803,-0.24748699999999998
2916,E01002986,47.966231772831925,KT3 5ED,E00015031,51.395996000000004,-0.264944
2917,E01002987,252.4666279744631,KT6 4YT,E00015055,51.395455,-0.306593
2918,E01002988,37.93508017207665,KT6 5NA,E00174877,51.390871999999995,-0.314337
2919,E01002989,43.13099041533546,KT6 4HS,E00015054,51.395826,-0.311783
2920,E01002990,32.157085941946505,KT6 4RY,E00015041,51.396196,-0.303763
2921,E01002991,34.11910669975186,KT5 8BJ,E00015038,51.40097,-0.294414
2922,E01002992,19.75609756097561,KT5 8BG,E00174870,51.398052,-0.29226599999999997
2923,E01002993,29.08067542213884,KT6 6NP,E00015078,51.388794,-0.306135
2924,E01002994,27.018012008005336,KT6 7TW,E00015071,51.379813,-0.300733
2925,E01002995,23.494374586366643,KT6 6YU,E00015075,51.388157,-0.303787
2926,E01002996,44.30379746835443,KT6 7AN,E00015084,51.384226,-0.292579
2927,E01002997,40.54937867887509,KT6 5AB,E00015095,51.382195,-0.300659
2928,E01002998,43.202033036848796,KT6 7RQ,E00015098,51.379022,-0.29146500000000003
2929,E01002999,65.81667815299794,KT6 6DL,E00015102,51.391215,-0.303185
2930,E01003000,76.40232108317214,KT4 7QG,E00015116,51.373144,-0.2745
2931,E01003001,55.04833512352309,KT5 9PA,E00015118,51.377543,-0.280125
2932,E01003002,66.58031088082902,KT6 7SU,E00015108,51.376019,-0.300184
2933,E01003003,149.46168461051298,KT6 7BJ,E00015120,51.380623,-0.288445
2934,E01003004,43.034055727554176,KT6 7SP,E00015133,51.377094,-0.298635
2935,E01003005,39.4990366088632,KT9 1RR,E00015111,51.372735999999996,-0.295205
2936,E01003006,36.86934023285899,KT2 5QY,E00015164,51.431053000000006,-0.30885999999999997
2937,E01003007,35.85397653194263,TW105HQ,E00015145,51.428421,-0.29788000000000003
2938,E01003008,36.191145467322556,KT2 5RS,E00015151,51.423893,-0.29884
2939,E01003009,35.964035964035965,KT2 5JZ,E00015157,51.421355,-0.289369
2940,E01003010,38.58317520556609,KT2 5HH,E00015156,51.423258000000004,-0.298446
2941,E01003011,53.35628227194492,KT2 5DF,E00015158,51.422802000000004,-0.303598
2942,E01003013,759.3769866497139,SE1 7DN,E00015181,51.498241,-0.113548
2943,E01003014,133.99879007864487,SE1 7HL,E00015185,51.497316999999995,-0.11033
2944,E01003015,68.58669833729216,SE116DZ,E00015194,51.493676,-0.111475
2945,E01003016,179.6759941089838,SE1 8AB,E00171533,51.505301,-0.114712
2946,E01003017,231.8668252080856,SE1 8LR,E00015201,51.504664,-0.10922
2947,E01003018,164.46469248291572,SW2 9BY,E00015228,51.454192,-0.12228800000000001
2948,E01003019,81.24693176239569,SW2 5LF,E00015221,51.45644,-0.125636
