,LSOA,crime_per_1000,Postcode,LSOA2,Latitude,Longitude
1172,E01001195,61.9351408825093,W3  0JX,E00005977,51.518947999999995,-0.273319
1173,E01001196,91.92439862542956,W3  0JA,E00005975,51.518698,-0.26612199999999997
1174,E01001197,64.39820022497187,W3  9HG,E00005989,51.514091,-0.275694
1175,E01001198,46.25407166123779,W3  6HY,E00005985,51.514362,-0.26661799999999997
1176,E01001199,56.47382920110193,W3  9JQ,E00005994,51.513524,-0.271392
1177,E01001200,58.74499332443257,W3  6BH,E00006008,51.508756,-0.263358
1178,E01001201,39.88095238095238,W3  6PD,E00005991,51.514142,-0.265733
1179,E01001202,186.28777627424446,W3  6BP,E00005968,51.508177,-0.271032
1180,E01001203,86.27678054429647,W3  6DT,E00006009,51.507913,-0.266532
1181,E01001204,51.22422680412371,W13 0ZW,E00006033,51.517849,-0.32592600000000005
1182,E01001205,55.228758169934636,W13 0JH,E00006035,51.516905,-0.3272
1183,E01001206,61.15550092194223,W7  1ZD,E00006031,51.519638,-0.330948
1184,E01001207,61.28221244500314,W13 0WS,E00006040,51.513921,-0.321631
1185,E01001208,40.719002201027145,W5  1SA,E00006049,51.525568,-0.318017
1186,E01001209,62.31628453850676,W5  1RL,E00006045,51.525501,-0.315872
1187,E01001210,95.04889975550122,W13 0AY,E00006042,51.527952,-0.326867
1188,E01001211,33.49282296650718,W5  1TH,E00006019,51.522239,-0.31038499999999997
1189,E01001212,32.93768545994065,W13 8BA,E00006025,51.522627,-0.318601
1190,E01001213,57.1975916803503,UB1 2JD,E00006077,51.513974,-0.375832
1191,E01001214,42.39766081871345,UB1 3QF,E00006079,51.514348999999996,-0.36790700000000004
1192,E01001215,114.13043478260869,UB1 3HQ,E00006087,51.511216999999995,-0.371607
1193,E01001216,48.01734820322181,UB1 3HR,E00006090,51.511404999999996,-0.36439499999999997
1194,E01001217,41.168658698539176,UB6 9DD,E00006061,51.519639,-0.361664
1195,E01001218,50.70281124497992,UB1 3PD,E00006073,51.517472,-0.35651
1196,E01001219,54.03309203722854,UB1 3JY,E00006068,51.518975,-0.361068
1197,E01001220,106.17193240264511,UB1 3XL,E00006065,51.513652,-0.363046
1198,E01001221,586.0511791269442,W5  5DY,E00006126,51.511178,-0.305318
1199,E01001222,127.7445109780439,W13 8RN,E00006130,51.511918,-0.31490300000000004
1200,E01001223,52.43055555555556,W5  2SH,E00006105,51.519455,-0.301926
1201,E01001224,36.31809643080776,W13 8JX,E00006106,51.519161,-0.318974
1202,E01001225,253.59815774323548,W5  2HN,E00006113,51.516666,-0.299925
1203,E01001226,41.37492043284532,W5  2DF,E00006094,51.517343,-0.308865
1204,E01001227,28.561827956989248,W13 8LX,E00006114,51.517042,-0.312898
1205,E01001228,59.07397551889303,W13 8PT,E00006120,51.51513,-0.314986
1206,E01001229,58.90052356020942,W5  4AB,E00006141,51.501245000000004,-0.29939
1207,E01001230,80.02735978112176,W5  5NE,E00006180,51.507812,-0.30330999999999997
1208,E01001231,91.22525414660245,W3  9AJ,E00006149,51.505393,-0.2884
1209,E01001232,50.84745762711865,W5  4PB,E00006151,51.502229,-0.294685
1210,E01001233,121.5450035435861,W5  4QX,E00006154,51.503984,-0.306579
1211,E01001234,153.14327485380116,W5  3RW,E00006170,51.512671000000005,-0.289294
1212,E01001235,89.29682638456751,W5  3TL,E00006171,51.512871000000004,-0.29804899999999995
1213,E01001236,52.648790058862,W5  3UA,E00006167,51.512067,-0.299708
1214,E01001237,83.97683397683397,W5  5QB,E00006150,51.505784000000006,-0.299207
1215,E01001238,91.75289105295192,NW106LU,E00166856,51.524745,-0.259723
1216,E01001239,71.5202052597819,W3  7PL,E00006203,51.518609999999995,-0.254753
1217,E01001240,82.45177349097698,W3  7DJ,E00006211,51.515437,-0.25000300000000003
1218,E01001241,112.76733635774465,W3  7NJ,E00006207,51.516795,-0.256033
1219,E01001242,69.92777413000655,W3  7LR,E00006221,51.510102,-0.261909
1220,E01001243,91.82058047493403,W3  7EP,E00006213,51.513317,-0.24893099999999999
1221,E01001244,55.322396032048836,W3  7FD,E00166852,51.507284000000006,-0.250849
1222,E01001245,88.90030832476874,W3  7JP,E00006224,51.507715000000005,-0.24717199999999998
1223,E01001246,189.59372772630078,NW106UB,E00006190,51.53063,-0.248498
1224,E01001247,366.7415730337079,W3  0PS,E00006198,51.522346,-0.264701
1225,E01001248,68.75834445927904,W7  2QD,E00006266,51.501016,-0.340504
1226,E01001249,185.0,W13 0SA,E00006241,51.51063,-0.324807
1227,E01001250,79.08782144590005,W13 0RQ,E00006235,51.510609,-0.328396
1228,E01001251,64.08706166868198,W7  1DL,E00006242,51.510798,-0.334673
1229,E01001252,119.31290622098422,W7  3SW,E00006250,51.507696,-0.33660100000000004
1230,E01001253,40.51673517322372,W7  2ZL,E00006256,51.50438,-0.332947
1231,E01001254,45.42824074074074,W7  2NS,E00006247,51.507219,-0.34293
1232,E01001255,32.328939108600125,W7  2JZ,E00006262,51.504123,-0.328158
1233,E01001257,88.12154696132598,UB5 6WL,E00006294,51.531524,-0.37630399999999997
1234,E01001258,42.6865671641791,UB6 9TU,E00006290,51.533054,-0.364744
1235,E01001259,66.82496607869743,UB6 7LT,E00006308,51.528971999999996,-0.355115
1236,E01001260,45.1948051948052,UB6 8RN,E00006298,51.531304,-0.347664
1237,E01001261,189.15879442195234,UB6 9EE,E00006311,51.524112,-0.354195
1238,E01001262,55.214723926380366,UB5 6UB,E00006273,51.536922,-0.368066
1239,E01001263,81.3180169286578,UB5 6UW,E00006271,51.537603999999995,-0.37248200000000004
1240,E01001264,48.466257668711656,UB6 9TQ,E00006277,51.534645000000005,-0.35887600000000003
1241,E01001265,55.745164960182024,UB6 8WH,E00006329,51.539858,-0.361933
1242,E01001266,128.680479825518,UB6 8FW,E00006336,51.536113,-0.340511
1243,E01001267,105.67663456664977,UB6 8XE,E00006332,51.534214,-0.34486300000000003
1244,E01001268,43.4906196702672,UB6 9JY,E00006342,51.532493,-0.351038
1245,E01001269,56.37982195845697,UB6 0HG,E00006348,51.548562,-0.341429
1246,E01001270,50.79740106320141,UB5 4SF,E00006320,51.547661,-0.358581
1247,E01001271,60.9254498714653,UB5 4LP,E00006346,51.55215,-0.351626
1248,E01001272,108.53878532772099,UB6 0AZ,E00006323,51.543484,-0.346084
1249,E01001273,81.69533169533169,W3  0HN,E00006365,51.517286,-0.28570500000000004
1250,E01001274,33.22981366459627,W3  0LT,E00006395,51.522334,-0.282835
1251,E01001275,50.0,W5  2JY,E00006359,51.519171,-0.294715
1252,E01001276,95.9086078639745,NW107EJ,E00006369,51.533289,-0.282999
1253,E01001277,99.06880496637352,W5  1EE,E00006375,51.531492,-0.292352
1254,E01001278,115.42364282090308,W5  3BQ,E00006385,51.527395,-0.285802
1255,E01001279,40.24556616643929,W5  1GD,E00006352,51.526887,-0.305297
1256,E01001280,49.16136495083864,W5  1JE,E00006382,51.527227,-0.294659
1257,E01001281,31.967721911855993,W5  1SL,E00006394,51.524288,-0.30780100000000005
1258,E01001282,39.0987408880053,W7  1BD,E00006401,51.520678000000004,-0.33265500000000003
1259,E01001283,92.37074401008827,W7  3AW,E00006436,51.52293,-0.344969
1260,E01001284,50.677856681730155,W7  3DA,E00006438,51.522681,-0.34069699999999997
1261,E01001285,66.79819616685457,W7  3AA,E00006402,51.5192,-0.338719
1262,E01001286,51.12598904443092,W7  1NP,E00006439,51.518341,-0.33458499999999997
1263,E01001287,35.027472527472526,W7  3RG,E00006408,51.519828000000004,-0.346869
1264,E01001288,51.35322692574601,W7  3QT,E00006410,51.517693,-0.338327
1265,E01001289,36.53989560029829,W7  1LE,E00006422,51.513687,-0.33169899999999997
1266,E01001290,57.93772332822869,W7  3EJ,E00006424,51.513187,-0.342079
1267,E01001291,47.768698931489624,UB1 2XP,E00006466,51.528286,-0.371705
1268,E01001292,35.56359252561784,UB6 9JN,E00006468,51.526376,-0.362417
1269,E01001293,43.8489646772229,UB1 2TY,E00006450,51.524229,-0.365766
1270,E01001294,49.651100375738054,UB1 2SE,E00006445,51.525905,-0.37251
1271,E01001295,37.20155469183787,UB1 2TS,E00006448,51.522244,-0.371113
1272,E01001296,36.148648648648646,UB1 2TZ,E00006455,51.521058000000004,-0.373764
1273,E01001297,75.2895752895753,UB1 2AR,E00006462,51.516702,-0.379367
1274,E01001298,52.837064029151485,UB1 2LW,E00006463,51.516068,-0.373827
1275,E01001299,49.94419642857143,W13 9XR,E00006515,51.501083,-0.322492
1276,E01001300,40.0,W5  4EH,E00006499,51.497085,-0.310811
1277,E01001301,86.40552995391705,W5  4ER,E00006496,51.497479,-0.307555
1278,E01001302,51.86089078706528,W5  4DP,E00006494,51.496882,-0.312936
1279,E01001303,73.09069212410502,W5  4QG,E00006478,51.500678,-0.306788
1280,E01001304,44.53935326418548,W5  4BL,E00006505,51.495298,-0.307261
1281,E01001305,31.502890173410403,W7  2AA,E00006476,51.502305,-0.33061599999999997
1282,E01001306,35.714285714285715,W13 9UT,E00006512,51.50235,-0.321811
1283,E01001307,58.16435432230523,UB6 0XF,E00006530,51.552096,-0.335098
1284,E01001308,39.29807217004449,UB6 7PB,E00006536,51.54238,-0.324637
1285,E01001309,46.45542427497315,UB5 4LB,E00006521,51.552836,-0.350548
1286,E01001310,58.90191897654584,UB5 4PW,E00006541,51.557145,-0.357057
1287,E01001311,37.01084394153701,UB5 4RX,E00006518,51.557914000000004,-0.34841700000000003
1288,E01001312,62.06340677055346,UB6 0LA,E00006553,51.555698,-0.33229699999999995
1289,E01001313,39.130434782608695,UB6 0LN,E00006552,51.55534,-0.32923800000000003
1290,E01001314,35.943517329910144,UB6 0LF,E00006547,51.554223,-0.330375
1291,E01001315,33.72333103922918,UB5 4TG,E00006578,51.549215999999994,-0.357212
1292,E01001316,69.1747572815534,UB5 4XT,E00006568,51.552514,-0.361608
1293,E01001317,60.74035453597497,UB5 4JG,E00006577,51.550883,-0.378845
1294,E01001318,90.0,UB5 4DX,E00006575,51.551644,-0.367582
1295,E01001319,36.36981645139361,UB5 4NH,E00006586,51.548474,-0.363311
1296,E01001320,60.59624108878808,UB5 5SJ,E00006571,51.549562,-0.382758
1297,E01001321,54.03422982885086,UB5 5DG,E00006560,51.543964,-0.377245
1298,E01001322,120.72767364939361,UB5 5QR,E00006596,51.545084,-0.362063
1299,E01001323,160.8450704225352,UB6 8FZ,E00006591,51.546772,-0.370915
1300,E01001324,77.46051032806804,UB5 5PX,E00006605,51.539512,-0.379783
1301,E01001325,51.37772675086108,UB5 6PR,E00006624,51.535674,-0.406118
1302,E01001326,107.5565361279647,UB5 5BE,E00006600,51.54182,-0.379571
1303,E01001327,152.60821309655938,UB5 6LT,E00006619,51.536274,-0.394793
1304,E01001328,123.50936967632028,UB5 5NY,E00006617,51.536072999999995,-0.386639
1305,E01001329,57.89769533445756,UB5 6NP,E00006630,51.534721000000005,-0.40420500000000004
1306,E01001330,97.68408551068885,UB5 6DU,E00006631,51.533777,-0.388421
1307,E01001331,71.60570365778054,UB5 6HT,E00006633,51.533093,-0.393636
1308,E01001332,70.0402144772118,UB5 6AU,E00006634,51.532687,-0.383067
1309,E01001333,105.4519368723099,UB2 4EB,E00006649,51.50208,-0.381889
1310,E01001334,56.33802816901409,UB2 4TF,E00006651,51.501222,-0.369341
1311,E01001335,61.99770378874857,UB2 4LF,E00006659,51.495625,-0.365161
1312,E01001336,55.93325092707046,UB2 4JY,E00006662,51.497313,-0.372765
1313,E01001337,252.66666666666666,UB1 3EW,E00006667,51.509208,-0.348161
1314,E01001338,94.99489274770173,UB1 3AY,E00006668,51.508849,-0.366201
1315,E01001339,76.41671436748712,UB2 4XH,E00006641,51.502508,-0.364166
1316,E01001340,196.85466377440346,UB2 4UN,E00006670,51.507287,-0.351588
1317,E01001341,44.81546572934974,UB6 7BW,E00006699,51.539868,-0.311924
1318,E01001342,37.446120689655174,UB6 7DB,E00006689,51.542788,-0.31050300000000003
1319,E01001343,55.37459283387622,UB6 7HW,E00006698,51.540207,-0.315473
1320,E01001344,69.53790937640197,UB6 8LA,E00006695,51.536649,-0.326952
1321,E01001345,34.675615212527966,UB6 7AU,E00006701,51.538410999999996,-0.306888
1322,E01001346,34.436732514682326,UB6 8LE,E00006706,51.537932,-0.333106
1323,E01001347,155.3054662379421,UB6 8DJ,E00006678,51.533102,-0.30975199999999997
1324,E01001348,152.12046711739396,UB6 8BY,E00006680,51.533017,-0.32325
1325,E01001349,91.48486980999296,UB6 8ET,E00006675,51.535245,-0.345315
1326,E01001350,49.504950495049506,W5  3RR,E00006742,51.512374,-0.286135
1327,E01001351,240.01024590163937,W3  7QY,E00006751,51.50712,-0.273767
1328,E01001352,97.66666666666667,W3  9SW,E00006746,51.510290999999995,-0.284556
1329,E01001353,67.24028043339706,W3  8HF,E00006724,51.504222,-0.280331
1330,E01001354,156.61136249371543,W3  9QY,E00006721,51.507604,-0.277927
1331,E01001355,121.0710128055879,W3  8NU,E00006720,51.5042,-0.266615
1332,E01001356,72.0580611715915,W3  8PP,E00006754,51.506572,-0.271352
1333,E01001357,54.16068866571019,W3  8PR,E00006758,51.505619,-0.26950100000000005
1334,E01001358,100.99337748344371,W2  1YF,E00006734,51.500495,-0.276985
1335,E01001359,100.4424778761062,UB1 1NF,E00006778,51.512743,-0.388342
1336,E01001360,58.3756345177665,UB1 1TP,E00006785,51.51089,-0.38372399999999995
1337,E01001361,394.1453214845792,UB1 1RQ,E00006781,51.509245,-0.377225
1338,E01001362,87.74038461538461,UB1 9HP,E00006784,51.5075,-0.378483
1339,E01001363,58.10575246949448,UB1 1PE,E00006777,51.513672,-0.387228
1340,E01001364,91.63701067615658,UB1 1AY,E00006770,51.515368,-0.38304699999999997
1341,E01001365,47.6909797151489,UB1 1HD,E00006761,51.510125,-0.385596
1342,E01001366,47.460236018471015,UB2 5LS,E00006810,51.501565,-0.392871
1343,E01001367,168.8,UB2 4QW,E00006805,51.505342,-0.379799
1344,E01001368,50.02925687536571,UB2 5EP,E00006791,51.499411,-0.397125
1345,E01001369,71.46451937594362,UB2 4EH,E00006790,51.499656,-0.379612
1346,E01001370,84.19243986254295,UB2 5GU,E00006813,51.49991,-0.399384
1347,E01001371,76.18409294012511,UB2 5PP,E00006797,51.496579,-0.385325
1348,E01001372,52.262931034482754,UB2 5QG,E00006801,51.496689,-0.382872
1349,E01001373,68.19553409776705,UB2 5JB,E00006807,51.503264,-0.386947
1350,E01001374,41.59779614325069,W4  5BD,E00006844,51.499424,-0.268943
1351,E01001375,40.58146577831617,W4  1BX,E00006833,51.501393,-0.260396
1352,E01001376,53.995006242197256,W4  5DU,E00006826,51.502112,-0.26405700000000004
1353,E01001377,49.91680532445923,W4  1JY,E00006822,51.496024,-0.259146
1354,E01001379,37.577639751552795,W4  1DB,E00006835,51.500465000000005,-0.257896
1355,E01001380,54.276315789473685,W4  5NJ,E00006821,51.497764000000004,-0.27165700000000004
1356,E01001381,161.71224732461357,W3  0RF,E00006863,51.505297,-0.25568
1357,E01001382,28.507367072389492,W5  5HE,E00006886,51.503737,-0.31003200000000003
1358,E01001383,29.3271995399655,W13 9EH,E00006869,51.505523,-0.322314
1359,E01001384,50.66747572815534,W13 9TX,E00006883,51.503964,-0.320181
1360,E01001385,51.492992078001215,W13 9UP,E00006887,51.503374,-0.319166
1361,E01001386,58.807288790723355,W5  2ZZ,E00006890,51.509853,-0.307601
1362,E01001387,125.85883822610869,W5  5SR,E00006889,51.511261,-0.311079
1363,E01001388,115.47836684948203,W13 9AW,E00006894,51.510894,-0.316252
1364,E01001389,201.72311348781938,W7  1HP,E00006897,51.508846000000005,-0.32836
1365,E01001390,38.59649122807018,N11 2DP,E00006941,51.609471,-0.123759
1366,E01001391,68.33520809898764,N13 4TH,E00006914,51.610163,-0.111974
1367,E01001392,37.89858860428646,N11 2RX,E00006933,51.611646,-0.13438599999999998
1368,E01001393,47.918473547268,N13 4SE,E00006930,51.612603,-0.12108800000000002
1369,E01001394,81.79787828029033,N13 4ST,E00006929,51.611414,-0.10978399999999999
1370,E01001395,73.89460932768019,N13 6DL,E00006912,51.611377000000005,-0.099156
1371,E01001396,77.85234899328859,N13 6AE,E00006913,51.608951,-0.104297
1372,E01001397,63.682510383018005,N13 6HJ,E00006920,51.613591,-0.096492
1373,E01001398,40.91238233164374,EN1 2ZG,E00006953,51.641069,-0.075325
1374,E01001399,46.68470906630582,EN1 2LS,E00006958,51.638079,-0.066881
1375,E01001400,40.07884362680683,N9  9HY,E00006961,51.633916,-0.081176
1376,E01001401,25.480059084194977,EN1 1HS,E00006989,51.640369,-0.06557
1377,E01001402,55.76109936575053,N21 2AE,E00006964,51.636203,-0.09071900000000001
1378,E01001403,58.62068965517241,N9  9HU,E00006949,51.634889,-0.080182
1379,E01001404,60.87824351297405,N21 2PX,E00006974,51.630556,-0.086867
1380,E01001405,41.482300884955755,EN1 2NR,E00006987,51.640689,-0.07359199999999999
1381,E01001406,97.31543624161074,EN1 1XP,E00006984,51.642481,-0.06224299999999999
1382,E01001407,69.07477820025349,EN1 4RY,E00006999,51.667771,-0.057013
1383,E01001408,58.574879227053145,EN2 0SE,E00007024,51.663813,-0.085423
1384,E01001409,65.0984682713348,EN1 4DX,E00007012,51.663198,-0.05945
1385,E01001410,91.015854374633,EN1 4WJ,E00007018,51.662593,-0.06202100000000001
1386,E01001411,84.99730167296276,EN2 0DB,E00007022,51.662871,-0.081125
1387,E01001412,149.8899889988999,EN2 9DD,E00007030,51.680792,-0.102673
1388,E01001413,36.51685393258427,EN2 0EZ,E00006998,51.666595,-0.087258
1389,E01001414,55.80939947780679,EN2 0TU,E00007014,51.66507,-0.092441
1390,E01001415,177.5449101796407,EN4 9LZ,E00007065,51.646436,-0.151402
1391,E01001416,41.71461449942463,N14 4UA,E00007069,51.646285999999996,-0.125997
1392,E01001417,68.97449245184801,EN4 9HJ,E00007056,51.654973,-0.153281
1393,E01001418,66.22516556291392,EN4 0BH,E00007068,51.646031,-0.14224
1394,E01001419,84.66376390904692,N14 4UZ,E00007059,51.64785,-0.131599
1395,E01001420,58.05243445692884,N14 4NW,E00007043,51.641784,-0.138121
1396,E01001421,57.52718946765884,N14 4QQ,E00007049,51.639841,-0.13807
1397,E01001422,42.179802955665025,EN4 0AJ,E00007057,51.664379,-0.181558
1398,E01001423,71.62764771460424,N9  9HN,E00007094,51.625351,-0.063377
1399,E01001424,51.470588235294116,N9  9YS,E00171142,51.623789,-0.065177
1400,E01001425,146.29356897398137,N9  9SU,E00007115,51.619509,-0.066313
1401,E01001426,85.7449088960343,N9  0DN,E00007111,51.621113,-0.058342
1402,E01001427,149.58376690946932,N18 3PD,E00007085,51.61575,-0.04833
1403,E01001428,86.84654300168634,N9  9SP,E00007112,51.621102,-0.06475700000000001
1404,E01001429,319.65572457966374,N9  7AQ,E00007093,51.625859000000005,-0.05871799999999999
1405,E01001430,68.3377308707124,N9  0EB,E00007114,51.620689,-0.060961
1406,E01001431,100.1832620647526,N18 2EZ,E00007084,51.616884000000006,-0.053827999999999994
1407,E01001432,113.438937148697,N18 2QT,E00007083,51.615786,-0.061891999999999996
1408,E01001433,83.82118147951039,EN3 5HQ,E00007156,51.664305,-0.033548
1409,E01001434,54.8743102391171,EN3 5HN,E00007164,51.662024,-0.033719
1410,E01001435,63.21070234113713,EN3 5YX,E00007162,51.662991,-0.042107
1411,E01001436,65.97045338767194,EN3 5NL,E00007132,51.660339,-0.038896
1412,E01001437,121.13192182410424,EN3 7SA,E00007127,51.65217,-0.032729
1413,E01001438,84.12604042806184,EN3 7ND,E00007143,51.655311,-0.035586
1414,E01001439,142.85714285714286,EN3 7HT,E00007139,51.657392,-0.042839999999999996
1415,E01001440,96.82165979988228,EN3 5AQ,E00007147,51.652051,-0.050414
1416,E01001441,124.6761658031088,EN3 5UX,E00007154,51.666158,-0.040539
1417,E01001442,92.59259259259258,EN3 6AQ,E00007180,51.671295,-0.037497
1418,E01001444,56.97674418604652,EN3 6LL,E00007193,51.678841999999996,-0.027957
1419,E01001445,110.71042192571223,EN3 6YE,E00007177,51.67178,-0.015522
1420,E01001446,52.832244008714596,EN3 6BT,E00007202,51.671732,-0.034007
1421,E01001447,68.82168925964547,EN3 6LW,E00007200,51.675697,-0.028629
1422,E01001448,58.807288790723355,EN3 6AP,E00007184,51.669471,-0.035942
1423,E01001449,56.776556776556774,EN3 6DP,E00007185,51.668752000000005,-0.029523
1424,E01001450,271.19509703779363,EN2 6LR,E00171152,51.652116,-0.084991
1425,E01001451,84.63949843260188,EN2 6EU,E00007222,51.646169,-0.080948
1426,E01001452,51.21591746499631,N21 2LR,E00007237,51.638357,-0.090455
1427,E01001453,39.256198347107436,N21 1RL,E00007228,51.643477000000004,-0.10506900000000001
1428,E01001454,60.74481074481074,N21 1DN,E00007230,51.643904,-0.100368
1429,E01001455,47.79411764705882,N21 2AX,E00007246,51.636661,-0.08240499999999999
1430,E01001456,51.31964809384164,N21 2NG,E00007242,51.637775,-0.09780599999999999
1431,E01001457,59.4944512946979,EN2 6SB,E00007211,51.652909,-0.090046
1432,E01001458,82.61105092091007,N18 1PJ,E00007277,51.61619,-0.078313
1433,E01001459,57.99648506151142,N9  9PR,E00007285,51.630448,-0.06602100000000001
1434,E01001460,91.01123595505618,N9  9HB,E00007251,51.627103000000005,-0.064921
1435,E01001461,94.69906129210382,N9  9AH,E00007291,51.628586,-0.071403
1436,E01001462,70.55435565154787,N9  9XB,E00007289,51.629635,-0.069047
1437,E01001463,45.89665653495441,N18 1LP,E00007263,51.62044,-0.077556
1438,E01001464,58.164739884393065,N9  9RG,E00007259,51.623908,-0.07241
1439,E01001465,95.14807813484562,N18 1LB,E00007269,51.619071999999996,-0.084576
1440,E01001466,66.90727373681288,N18 1RJ,E00007267,51.618303000000004,-0.074425
1441,E01001467,54.51127819548872,N18 1QB,E00007273,51.619001000000004,-0.075883
1442,E01001468,152.9051987767584,EN2 8JS,E00007326,51.665135,-0.10762100000000001
1443,E01001469,32.99643281807372,EN2 8RR,E00007328,51.663555,-0.097204
1444,E01001470,52.996845425867505,EN2 7DZ,E00007307,51.656255,-0.106734
1445,E01001471,59.92085924250989,EN2 7QL,E00007297,51.659632,-0.104279
1446,E01001472,49.287749287749286,EN2 8QA,E00007306,51.657615,-0.096325
1447,E01001473,52.10355987055016,N21 1QQ,E00007322,51.648724,-0.10815999999999999
1448,E01001474,32.84072249589491,EN2 8QP,E00007302,51.65736,-0.099459
1449,E01001475,35.56731334509112,EN2 7LY,E00007319,51.647658,-0.121879
1450,E01001476,68.93592677345538,N9  8AE,E00007369,51.637845,-0.048942
1451,E01001477,66.14173228346456,N9  8DF,E00007368,51.63669,-0.049194
1452,E01001478,50.91714104996838,N9  7PJ,E00007365,51.639109999999995,-0.059611000000000004
1453,E01001479,96.82713347921225,N9  8BW,E00007373,51.635839000000004,-0.052121
1454,E01001480,79.53105196451205,EN1 1HD,E00007367,51.638265000000004,-0.06451799999999999
1455,E01001481,57.714958775029444,N9  8ER,E00007335,51.634883,-0.040601
1456,E01001482,56.33047210300429,N9  8PG,E00007337,51.63478,-0.048438
1457,E01001483,136.40098603122433,N9  8UJ,E00007353,51.629901000000004,-0.041669
1458,E01001484,89.81818181818183,EN1 1SR,E00007354,51.643671000000005,-0.055384
1459,E01001485,73.8544474393531,N9  7AE,E00007410,51.626447,-0.059516
1460,E01001486,72.80035730236713,N9  0WE,E00007379,51.623781,-0.054876999999999995
1461,E01001487,74.20675537359263,N9  8RL,E00007390,51.631585,-0.052636
1462,E01001488,62.99800796812749,N9  7QE,E00007386,51.631708,-0.056777
1463,E01001489,71.58006362672323,N9  8NN,E00007387,51.631572,-0.04807
1464,E01001491,68.29268292682927,N9  7AY,E00007404,51.628568,-0.059397000000000005
1465,E01001492,69.81981981981981,N9  0SE,E00007415,51.6257,-0.052411
1466,E01001493,60.11396011396011,N13 5RW,E00007456,51.623408000000005,-0.101297
1467,E01001494,45.69190600522193,N13 5NP,E00007458,51.621602,-0.089786
1468,E01001495,59.275521405049396,N13 5RQ,E00007423,51.620914,-0.101126
1469,E01001496,47.875523638539796,N13 5RF,E00007443,51.619178999999995,-0.10007200000000001
1470,E01001497,50.34722222222222,N13 5NJ,E00007424,51.621697,-0.086734
1471,E01001498,153.9039039039039,N13 5TJ,E00007432,51.620295,-0.10619400000000001
1472,E01001499,70.04981320049814,N13 5HW,E00007445,51.616029,-0.098788
1473,E01001500,77.40447957839262,N13 5HS,E00007448,51.616141,-0.100719
1474,E01001501,125.0,N13 4ZE,E00007439,51.618432,-0.112266
1475,E01001502,97.48259239421532,EN3 4NX,E00007492,51.640743,-0.043687000000000004
1476,E01001503,59.263214095034705,EN3 4BS,E00007494,51.641754,-0.049324
1477,E01001504,58.51413543721236,EN3 7BH,E00007464,51.649762,-0.035536
1478,E01001505,72.00694042799306,EN3 7DY,E00007459,51.650983000000004,-0.041873
1479,E01001506,170.0356718192628,EN3 7AU,E00007477,51.646814,-0.035649
1480,E01001507,237.83922171018946,EN3 4UR,E00007471,51.646885,-0.04906
1481,E01001508,78.97435897435898,EN3 4HS,E00007476,51.645096,-0.052346000000000004
1482,E01001509,75.11337868480726,EN3 4PR,E00007480,51.644824,-0.039782
1483,E01001510,72.59206798866856,EN3 4UT,E00007465,51.640966,-0.036003
1484,E01001511,136.99007717750828,EN1 1RF,E00007533,51.649114000000004,-0.063145
1485,E01001512,107.76805251641137,EN1 9GN,E00007528,51.651933,-0.07709099999999999
1486,E01001513,339.84375,EN1 3PQ,E00007519,51.658165999999994,-0.054229
1487,E01001514,43.95008138903961,EN1 1BE,E00007504,51.64391,-0.066576
1488,E01001515,98.28009828009827,EN1 1XT,E00007507,51.644108,-0.061147
1489,E01001516,109.74914481185861,EN1 4LB,E00007518,51.659783000000004,-0.056299
1490,E01001517,66.34040239260467,EN3 5XP,E00007515,51.661,-0.046704
1491,E01001518,77.64140875133404,EN1 1YF,E00007524,51.651223,-0.067768
1492,E01001519,207.98548094373865,N14 6JX,E00171481,51.632591,-0.12884500000000002
1493,E01001520,72.84961966062025,N14 5PX,E00007569,51.636666,-0.130671
1494,E01001521,47.527472527472526,N14 6LJ,E00007567,51.631431,-0.123243
1495,E01001522,63.926940639269404,N21 1TE,E00007544,51.644806,-0.116692
1496,E01001523,42.73504273504273,N21 1PA,E00007550,51.642681,-0.11653499999999999
1497,E01001524,51.59235668789809,N14 4RS,E00007549,51.642348999999996,-0.127807
1498,E01001525,62.866275972296215,N14 4JX,E00007539,51.639854,-0.129847
1499,E01001526,44.162129461584996,N14 6QA,E00007554,51.6392,-0.11928
1500,E01001527,74.06287787182588,N14 7EA,E00007611,51.621407,-0.120565
1501,E01001528,74.1279069767442,N11 1RT,E00007582,51.612981,-0.139762
1502,E01001529,88.98305084745762,N11 9AF,E00007621,51.614585,-0.137732
1503,E01001530,77.6045357902197,N11 2HH,E00007590,51.614527,-0.12729100000000002
1504,E01001531,41.00529100529101,N13 4AX,E00007597,51.625196,-0.11464400000000001
1505,E01001532,66.17210682492582,N14 6LR,E00007599,51.625464,-0.118447
1506,E01001533,41.343669250645995,N14 7DZ,E00007612,51.61994,-0.125032
1507,E01001534,123.95459976105137,N11 1BN,E00007607,51.618749,-0.136594
1508,E01001535,51.943699731903486,N14 7JA,E00007615,51.616726,-0.124196
1509,E01001536,192.0935412026726,EN2 6LG,E00007665,51.652411,-0.08101699999999999
1510,E01001537,48.20627802690583,EN1 4AB,E00007667,51.665822,-0.070212
1511,E01001538,44.57831325301205,EN1 3NE,E00007627,51.662969,-0.069003
1512,E01001539,59.9880023995201,EN1 3HQ,E00007640,51.660619,-0.075378
1513,E01001540,67.12328767123287,EN2 0RN,E00007643,51.661266,-0.091892
